timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname
1642438443628,88,SearchProduct,200,OK,Thread Group 1-1,true,,18193,11,11,86,1,0,DESKTOP-AAG18PE
1642438443661,62,SuggestProduct,200,OK,Thread Group 1-3,text,true,,1358,568,11,11,https://www.cicek.com/Suggest/Get?key=papatya,62,0,0
1642438443661,62,SuggestProduct,200,OK,Thread Group 1-3,true,,1358,11,11,62,1,0,DESKTOP-AAG18PE
1642438443629,50,ListSearchProducts,200,OK,Thread Group 1-6,text,true,,9328,571,10,10,https://www.cicek.com/Catalog/AjaxCategory?query=papatya,49,0,0
1642438443629,50,ListSearchProducts,200,OK,Thread Group 1-6,true,,9328,10,10,49,1,0,DESKTOP-AAG18PE
1642438443551,209,LoginLogoutEvent,200,OK,Thread Group 1-4,text,true,,636,460,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,209,0,0
1642438443551,209,LoginLogoutEvent,200,OK,Thread Group 1-4,true,,636,11,11,209,1,0,DESKTOP-AAG18PE
1642438443715,46,SuggestProduct,200,OK,Thread Group 1-2,text,true,,742,575,11,11,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,46,0,0
1642438443715,46,SuggestProduct,200,OK,Thread Group 1-2,true,,742,11,11,46,1,0,DESKTOP-AAG18PE
1642438443715,55,SearchProduct,200,OK,Thread Group 1-8,text,true,,18478,523,11,11,https://www.cicek.com/Arama?query=papatya,53,0,0
1642438443715,55,SearchProduct,200,OK,Thread Group 1-8,true,,18478,11,11,53,1,0,DESKTOP-AAG18PE
1642438443718,55,UserMenu,200,OK,Thread Group 1-1,text,true,,1646,575,11,11,https://www.cicek.com/user-menu,55,0,0
1642438443718,55,UserMenu,200,OK,Thread Group 1-1,true,,1646,11,11,55,1,0,DESKTOP-AAG18PE
1642438443714,66,Anasayfa,200,OK,Thread Group 1-9,text,true,,23757,490,11,11,https://www.cicek.com/,64,0,0
1642438443714,66,Anasayfa,200,OK,Thread Group 1-9,true,,23757,11,11,64,1,0,DESKTOP-AAG18PE
1642438443724,86,SearchProduct,200,OK,Thread Group 1-3,text,true,,17986,669,11,11,https://www.cicek.com/Arama?query=papatya,85,0,0
1642438443724,86,SearchProduct,200,OK,Thread Group 1-3,true,,17986,11,11,85,1,0,DESKTOP-AAG18PE
1642438443770,43,UserMenu,200,OK,Thread Group 1-8,text,true,,1646,428,11,11,https://www.cicek.com/user-menu,42,0,0
1642438443770,43,UserMenu,200,OK,Thread Group 1-8,true,,1646,11,11,42,1,0,DESKTOP-AAG18PE
1642438443594,223,LoginLogoutEvent,200,OK,Thread Group 1-10,text,true,,636,460,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,223,0,0
1642438443594,223,LoginLogoutEvent,200,OK,Thread Group 1-10,true,,636,11,11,223,1,0,DESKTOP-AAG18PE
1642438443761,58,SearchProduct,200,OK,Thread Group 1-2,text,true,,18193,676,11,11,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,57,0,0
1642438443761,58,SearchProduct,200,OK,Thread Group 1-2,true,,18193,11,11,57,1,0,DESKTOP-AAG18PE
1642438443777,45,ListSearchProducts,200,OK,Thread Group 1-1,text,true,,4455,725,11,11,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,45,0,0
1642438443777,45,ListSearchProducts,200,OK,Thread Group 1-1,true,,4455,11,11,45,1,0,DESKTOP-AAG18PE
1642438443617,212,LoginLogoutEvent,200,OK,Thread Group 1-7,text,true,,636,460,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,212,0,0
1642438443617,212,LoginLogoutEvent,200,OK,Thread Group 1-7,true,,636,11,11,212,1,0,DESKTOP-AAG18PE
1642438443775,51,UserMenu,200,OK,Thread Group 1-4,text,true,,1646,434,11,11,https://www.cicek.com/user-menu,43,0,0
1642438443775,51,UserMenu,200,OK,Thread Group 1-4,true,,1646,11,11,43,1,0,DESKTOP-AAG18PE
1642438443638,213,LoginLogoutEvent,200,OK,Thread Group 1-5,text,true,,876,607,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,213,0,0
1642438443638,213,LoginLogoutEvent,200,OK,Thread Group 1-5,true,,876,11,11,213,1,0,DESKTOP-AAG18PE
1642438443810,43,UserMenu,200,OK,Thread Group 1-3,text,true,,1646,574,11,11,https://www.cicek.com/user-menu,43,0,0
1642438443810,43,UserMenu,200,OK,Thread Group 1-3,true,,1646,11,11,43,1,0,DESKTOP-AAG18PE
1642438443817,45,UserMenu,200,OK,Thread Group 1-10,text,true,,1646,434,11,11,https://www.cicek.com/user-menu,45,0,0
1642438443817,45,UserMenu,200,OK,Thread Group 1-10,true,,1646,11,11,45,1,0,DESKTOP-AAG18PE
1642438443820,44,UserMenu,200,OK,Thread Group 1-2,text,true,,1646,574,11,11,https://www.cicek.com/user-menu,44,0,0
1642438443820,44,UserMenu,200,OK,Thread Group 1-2,true,,1646,11,11,44,1,0,DESKTOP-AAG18PE
1642438443833,47,HomePageProducts,200,OK,Thread Group 1-4,text,true,,4042,520,11,11,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,47,0,0
1642438443833,47,HomePageProducts,200,OK,Thread Group 1-4,true,,4042,11,11,47,1,0,DESKTOP-AAG18PE
1642438443816,48,ListSearchProducts,200,OK,Thread Group 1-8,text,true,,9328,571,11,11,https://www.cicek.com/Catalog/AjaxCategory?query=papatya,47,0,0
1642438443816,48,ListSearchProducts,200,OK,Thread Group 1-8,true,,9328,11,11,47,1,0,DESKTOP-AAG18PE
1642438443746,140,Anasayfa,200,OK,Thread Group 1-6,text,true,,23757,490,11,11,https://www.cicek.com/,134,0,0
1642438443746,140,Anasayfa,200,OK,Thread Group 1-6,true,,23757,11,11,134,1,0,DESKTOP-AAG18PE
1642438443829,51,UserMenu,200,OK,Thread Group 1-7,text,true,,1646,434,11,11,https://www.cicek.com/user-menu,51,0,0
1642438443829,51,UserMenu,200,OK,Thread Group 1-7,true,,1646,11,11,51,1,0,DESKTOP-AAG18PE
1642438443829,62,Anasayfa,200,OK,Thread Group 1-1,text,true,,23757,637,11,11,https://www.cicek.com/,59,0,0
1642438443829,62,Anasayfa,200,OK,Thread Group 1-1,true,,23757,11,11,59,1,0,DESKTOP-AAG18PE
1642438443852,47,UserMenu,200,OK,Thread Group 1-5,text,true,,1646,580,11,11,https://www.cicek.com/user-menu,47,0,0
1642438443852,47,UserMenu,200,OK,Thread Group 1-5,true,,1646,11,11,47,1,0,DESKTOP-AAG18PE
1642438443866,53,HomePageProducts,200,OK,Thread Group 1-10,text,true,,4042,520,11,11,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,53,0,0
1642438443866,53,HomePageProducts,200,OK,Thread Group 1-10,true,,4042,11,11,53,1,0,DESKTOP-AAG18PE
1642438443880,44,SuggestProduct,200,OK,Thread Group 1-4,text,true,,1358,422,11,11,https://www.cicek.com/Suggest/Get?key=papatya,44,0,0
1642438443880,44,SuggestProduct,200,OK,Thread Group 1-4,true,,1358,11,11,44,1,0,DESKTOP-AAG18PE
1642438443856,49,ListSearchProducts,200,OK,Thread Group 1-3,text,true,,9328,717,11,11,https://www.cicek.com/Catalog/AjaxCategory?query=papatya,49,0,0
1642438443856,49,ListSearchProducts,200,OK,Thread Group 1-3,true,,9328,11,11,49,1,0,DESKTOP-AAG18PE
1642438443868,51,ListSearchProducts,200,OK,Thread Group 1-2,text,true,,4455,724,11,11,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,51,0,0
1642438443868,51,ListSearchProducts,200,OK,Thread Group 1-2,true,,4455,11,11,51,1,0,DESKTOP-AAG18PE
1642438443888,51,HomePageProducts,200,OK,Thread Group 1-7,text,true,,4042,520,11,11,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,51,0,0
1642438443888,51,HomePageProducts,200,OK,Thread Group 1-7,true,,4042,11,11,51,1,0,DESKTOP-AAG18PE
1642438443886,59,Anasayfa,200,OK,Thread Group 1-8,text,true,,23757,490,11,11,https://www.cicek.com/,55,0,0
1642438443886,59,Anasayfa,200,OK,Thread Group 1-8,true,,23757,11,11,55,1,0,DESKTOP-AAG18PE
1642438443920,75,SuggestProduct,200,OK,Thread Group 1-10,text,true,,702,429,11,11,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,75,0,0
1642438443920,75,SuggestProduct,200,OK,Thread Group 1-10,true,,702,11,11,75,1,0,DESKTOP-AAG18PE
1642438443903,92,HomePageProducts,200,OK,Thread Group 1-5,text,true,,4042,666,11,11,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,92,0,0
1642438443903,92,HomePageProducts,200,OK,Thread Group 1-5,true,,4042,11,11,92,1,0,DESKTOP-AAG18PE
1642438443939,58,SuggestProduct,200,OK,Thread Group 1-7,text,true,,702,429,11,11,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,58,0,0
1642438443939,58,SuggestProduct,200,OK,Thread Group 1-7,true,,702,11,11,58,1,0,DESKTOP-AAG18PE
1642438443925,73,SearchProduct,200,OK,Thread Group 1-4,text,true,,17986,523,11,11,https://www.cicek.com/Arama?query=papatya,72,0,0
1642438443925,73,SearchProduct,200,OK,Thread Group 1-4,true,,17986,11,11,72,1,0,DESKTOP-AAG18PE
1642438443930,68,Anasayfa,200,OK,Thread Group 1-2,text,true,,23757,636,11,11,https://www.cicek.com/,67,0,0
1642438443930,68,Anasayfa,200,OK,Thread Group 1-2,true,,23757,11,11,67,1,0,DESKTOP-AAG18PE
1642438443929,70,Anasayfa,200,OK,Thread Group 1-3,text,true,,23757,636,11,11,https://www.cicek.com/,68,0,0
1642438443929,70,Anasayfa,200,OK,Thread Group 1-3,true,,23757,11,11,68,1,0,DESKTOP-AAG18PE
1642438443780,233,LoginLogoutEvent,200,OK,Thread Group 1-9,text,true,,636,460,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,233,0,0
1642438443780,233,LoginLogoutEvent,200,OK,Thread Group 1-9,true,,636,11,11,233,1,0,DESKTOP-AAG18PE
1642438443996,48,SuggestProduct,200,OK,Thread Group 1-5,text,true,,1358,568,11,11,https://www.cicek.com/Suggest/Get?key=papatya,48,0,0
1642438443996,48,SuggestProduct,200,OK,Thread Group 1-5,true,,1358,11,11,48,1,0,DESKTOP-AAG18PE
1642438443998,44,UserMenu,200,OK,Thread Group 1-4,text,true,,1646,428,11,11,https://www.cicek.com/user-menu,44,0,0
1642438443998,44,UserMenu,200,OK,Thread Group 1-4,true,,1646,11,11,44,1,0,DESKTOP-AAG18PE
1642438443886,173,LoginLogoutEvent,200,OK,Thread Group 1-6,text,true,,636,460,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,173,0,0
1642438443886,173,LoginLogoutEvent,200,OK,Thread Group 1-6,true,,636,11,11,173,1,0,DESKTOP-AAG18PE
1642438443891,187,LoginLogoutEvent,200,OK,Thread Group 1-1,text,true,,636,607,11,11,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,187,0,0
1642438443891,187,LoginLogoutEvent,200,OK,Thread Group 1-1,true,,636,11,11,187,1,0,DESKTOP-AAG18PE
1642438443719,359,Anasayfa,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 359 milliseconds, but should not have lasted longer than 300 milliseconds.",23757,490,11,11,https://www.cicek.com/,288,0,219
1642438443719,359,Anasayfa,200,OK,Thread Group 1-11,false,"The operation lasted too long: It took 359 milliseconds, but should not have lasted longer than 300 milliseconds.",23757,11,11,288,1,1,DESKTOP-AAG18PE
1642438443996,83,SearchProduct,200,OK,Thread Group 1-10,text,true,,18193,530,11,11,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,82,0,0
1642438443996,83,SearchProduct,200,OK,Thread Group 1-10,true,,18193,11,11,82,1,0,DESKTOP-AAG18PE
1642438444045,64,SearchProduct,200,OK,Thread Group 1-5,text,true,,17986,669,12,12,https://www.cicek.com/Arama?query=papatya,63,0,0
1642438444045,64,SearchProduct,200,OK,Thread Group 1-5,true,,17986,12,12,63,1,0,DESKTOP-AAG18PE
1642438443997,112,SearchProduct,200,OK,Thread Group 1-7,text,true,,18193,530,12,12,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,111,0,0
1642438443997,112,SearchProduct,200,OK,Thread Group 1-7,true,,18193,12,12,111,1,0,DESKTOP-AAG18PE
1642438444060,48,UserMenu,200,OK,Thread Group 1-6,text,true,,1646,434,12,12,https://www.cicek.com/user-menu,48,0,0
1642438444060,48,UserMenu,200,OK,Thread Group 1-6,true,,1646,12,12,48,1,0,DESKTOP-AAG18PE
1642438444048,48,ListSearchProducts,200,OK,Thread Group 1-4,text,true,,9328,571,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=papatya,47,0,0
1642438444048,48,ListSearchProducts,200,OK,Thread Group 1-4,true,,9328,12,12,47,1,0,DESKTOP-AAG18PE
1642438444014,104,UserMenu,200,OK,Thread Group 1-9,text,true,,1646,434,12,12,https://www.cicek.com/user-menu,104,0,0
1642438444014,104,UserMenu,200,OK,Thread Group 1-9,true,,1646,12,12,104,1,0,DESKTOP-AAG18PE
1642438444079,44,UserMenu,200,OK,Thread Group 1-1,text,true,,1646,581,12,12,https://www.cicek.com/user-menu,44,0,0
1642438444079,44,UserMenu,200,OK,Thread Group 1-1,true,,1646,12,12,44,1,0,DESKTOP-AAG18PE
1642438443946,220,LoginLogoutEvent,200,OK,Thread Group 1-8,text,true,,877,460,12,12,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,219,0,0
1642438443946,220,LoginLogoutEvent,200,OK,Thread Group 1-8,true,,877,12,12,219,1,0,DESKTOP-AAG18PE
1642438444114,58,HomePageProducts,200,OK,Thread Group 1-6,text,true,,4042,520,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,52,0,0
1642438444114,58,HomePageProducts,200,OK,Thread Group 1-6,true,,4042,12,12,52,1,0,DESKTOP-AAG18PE
1642438444126,47,HomePageProducts,200,OK,Thread Group 1-1,text,true,,4042,667,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,47,0,0
1642438444126,47,HomePageProducts,200,OK,Thread Group 1-1,true,,4042,12,12,47,1,0,DESKTOP-AAG18PE
1642438444079,88,UserMenu,200,OK,Thread Group 1-10,text,true,,1646,428,12,12,https://www.cicek.com/user-menu,88,0,0
1642438444110,62,UserMenu,200,OK,Thread Group 1-5,text,true,,1646,574,12,12,https://www.cicek.com/user-menu,61,0,0
1642438444079,88,UserMenu,200,OK,Thread Group 1-10,true,,1646,12,12,88,1,0,DESKTOP-AAG18PE
1642438444110,62,UserMenu,200,OK,Thread Group 1-5,true,,1646,12,12,61,1,0,DESKTOP-AAG18PE
1642438444118,61,Anasayfa,200,OK,Thread Group 1-4,text,true,,23757,490,12,12,https://www.cicek.com/,57,0,0
1642438444118,61,Anasayfa,200,OK,Thread Group 1-4,true,,23757,12,12,57,1,0,DESKTOP-AAG18PE
1642438444123,74,HomePageProducts,200,OK,Thread Group 1-9,text,true,,4042,520,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,74,0,0
1642438444123,74,HomePageProducts,200,OK,Thread Group 1-9,true,,4042,12,12,74,1,0,DESKTOP-AAG18PE
1642438444109,103,UserMenu,200,OK,Thread Group 1-7,text,true,,1646,428,12,12,https://www.cicek.com/user-menu,103,0,0
1642438444109,103,UserMenu,200,OK,Thread Group 1-7,true,,1646,12,12,103,1,0,DESKTOP-AAG18PE
1642438444173,43,SuggestProduct,200,OK,Thread Group 1-6,text,true,,702,429,12,12,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,43,0,0
1642438444173,43,SuggestProduct,200,OK,Thread Group 1-6,true,,702,12,12,43,1,0,DESKTOP-AAG18PE
1642438444174,44,SuggestProduct,200,OK,Thread Group 1-1,text,true,,1358,569,12,12,https://www.cicek.com/Suggest/Get?key=papatya,44,0,0
1642438444174,44,SuggestProduct,200,OK,Thread Group 1-1,true,,1358,12,12,44,1,0,DESKTOP-AAG18PE
1642438444173,43,UserMenu,200,OK,Thread Group 1-8,text,true,,1646,581,12,12,https://www.cicek.com/user-menu,43,0,0
1642438444173,43,UserMenu,200,OK,Thread Group 1-8,true,,1646,12,12,43,1,0,DESKTOP-AAG18PE
1642438443998,230,LoginLogoutEvent,200,OK,Thread Group 1-2,text,true,,876,606,12,12,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,230,0,0
1642438443998,230,LoginLogoutEvent,200,OK,Thread Group 1-2,true,,876,12,12,230,1,0,DESKTOP-AAG18PE
1642438444176,52,ListSearchProducts,200,OK,Thread Group 1-5,text,true,,9328,717,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=papatya,52,0,0
1642438444176,52,ListSearchProducts,200,OK,Thread Group 1-5,true,,9328,12,12,52,1,0,DESKTOP-AAG18PE
1642438444197,46,SuggestProduct,200,OK,Thread Group 1-9,text,true,,702,429,12,12,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,46,0,0
1642438444197,46,SuggestProduct,200,OK,Thread Group 1-9,true,,702,12,12,46,1,0,DESKTOP-AAG18PE
1642438444176,71,ListSearchProducts,200,OK,Thread Group 1-10,text,true,,4455,578,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,71,0,0
1642438444176,71,ListSearchProducts,200,OK,Thread Group 1-10,true,,4455,12,12,71,1,0,DESKTOP-AAG18PE
1642438443999,253,LoginLogoutEvent,200,OK,Thread Group 1-3,text,true,,876,606,12,12,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,253,0,0
1642438443999,253,LoginLogoutEvent,200,OK,Thread Group 1-3,true,,876,12,12,253,1,0,DESKTOP-AAG18PE
1642438444215,44,ListSearchProducts,200,OK,Thread Group 1-7,text,true,,4455,578,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,44,0,0
1642438444215,44,ListSearchProducts,200,OK,Thread Group 1-7,true,,4455,12,12,44,1,0,DESKTOP-AAG18PE
1642438444220,46,HomePageProducts,200,OK,Thread Group 1-8,text,true,,4082,667,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,46,0,0
1642438444220,46,HomePageProducts,200,OK,Thread Group 1-8,true,,4082,12,12,46,1,0,DESKTOP-AAG18PE
1642438444216,56,SearchProduct,200,OK,Thread Group 1-6,text,true,,18193,530,12,12,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,55,0,0
1642438444216,56,SearchProduct,200,OK,Thread Group 1-6,true,,18193,12,12,55,1,0,DESKTOP-AAG18PE
1642438444218,54,SearchProduct,200,OK,Thread Group 1-1,text,true,,17986,670,12,12,https://www.cicek.com/Arama?query=papatya,53,0,0
1642438444218,54,SearchProduct,200,OK,Thread Group 1-1,true,,17986,12,12,53,1,0,DESKTOP-AAG18PE
1642438444228,45,UserMenu,200,OK,Thread Group 1-2,text,true,,1646,580,12,12,https://www.cicek.com/user-menu,45,0,0
1642438444228,45,UserMenu,200,OK,Thread Group 1-2,true,,1646,12,12,45,1,0,DESKTOP-AAG18PE
1642438444079,198,LoginLogoutEvent,200,OK,Thread Group 1-11,text,true,,636,460,12,12,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,198,0,0
1642438444079,198,LoginLogoutEvent,200,OK,Thread Group 1-11,true,,636,12,12,198,1,0,DESKTOP-AAG18PE
1642438444243,59,SearchProduct,200,OK,Thread Group 1-9,text,true,,18193,530,12,12,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,58,0,0
1642438444243,59,SearchProduct,200,OK,Thread Group 1-9,true,,18193,12,12,58,1,0,DESKTOP-AAG18PE
1642438444253,56,UserMenu,200,OK,Thread Group 1-3,text,true,,1646,580,12,12,https://www.cicek.com/user-menu,56,0,0
1642438444253,56,UserMenu,200,OK,Thread Group 1-3,true,,1646,12,12,56,1,0,DESKTOP-AAG18PE
1642438444266,47,SuggestProduct,200,OK,Thread Group 1-8,text,true,,702,576,12,12,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,47,0,0
1642438444266,47,SuggestProduct,200,OK,Thread Group 1-8,true,,702,12,12,47,1,0,DESKTOP-AAG18PE
1642438444242,72,Anasayfa,200,OK,Thread Group 1-5,text,true,,23757,636,12,12,https://www.cicek.com/,62,0,0
1642438444242,72,Anasayfa,200,OK,Thread Group 1-5,true,,23757,12,12,62,1,0,DESKTOP-AAG18PE
1642438444272,44,UserMenu,200,OK,Thread Group 1-1,text,true,,1646,575,12,12,https://www.cicek.com/user-menu,44,0,0
1642438444272,44,UserMenu,200,OK,Thread Group 1-6,text,true,,1646,428,12,12,https://www.cicek.com/user-menu,44,0,0
1642438444272,44,UserMenu,200,OK,Thread Group 1-1,true,,1646,12,12,44,1,0,DESKTOP-AAG18PE
1642438444272,44,UserMenu,200,OK,Thread Group 1-6,true,,1646,12,12,44,1,0,DESKTOP-AAG18PE
1642438444276,47,HomePageProducts,200,OK,Thread Group 1-2,text,true,,4042,666,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,47,0,0
1642438444276,47,HomePageProducts,200,OK,Thread Group 1-2,true,,4042,12,12,47,1,0,DESKTOP-AAG18PE
1642438444252,79,Anasayfa,200,OK,Thread Group 1-10,text,true,,23757,490,12,12,https://www.cicek.com/,67,0,0
1642438444252,79,Anasayfa,200,OK,Thread Group 1-10,true,,23757,12,12,67,1,0,DESKTOP-AAG18PE
1642438444094,250,Anasayfa,200,OK,Thread Group 1-12,text,true,,23757,490,12,12,https://www.cicek.com/,215,0,165
1642438444094,250,Anasayfa,200,OK,Thread Group 1-12,true,,23757,12,12,215,1,0,DESKTOP-AAG18PE
1642438444264,83,Anasayfa,200,OK,Thread Group 1-7,text,true,,23757,490,12,12,https://www.cicek.com/,75,0,0
1642438444264,83,Anasayfa,200,OK,Thread Group 1-7,true,,23757,12,12,75,1,0,DESKTOP-AAG18PE
1642438444278,67,UserMenu,200,OK,Thread Group 1-11,text,true,,1646,434,12,12,https://www.cicek.com/user-menu,67,0,0
1642438444278,67,UserMenu,200,OK,Thread Group 1-11,true,,1646,12,12,67,1,0,DESKTOP-AAG18PE
1642438444302,47,UserMenu,200,OK,Thread Group 1-9,text,true,,1646,428,12,12,https://www.cicek.com/user-menu,47,0,0
1642438444302,47,UserMenu,200,OK,Thread Group 1-9,true,,1646,12,12,47,1,0,DESKTOP-AAG18PE
1642438444180,175,LoginLogoutEvent,200,OK,Thread Group 1-4,text,true,,636,460,12,12,https://www.cicek.com/Ani/GetLoginOrLogoutEvent?referrer=,175,0,0
1642438444180,175,LoginLogoutEvent,200,OK,Thread Group 1-4,true,,636,12,12,175,1,0,DESKTOP-AAG18PE
1642438444323,45,SuggestProduct,200,OK,Thread Group 1-2,text,true,,702,575,12,12,https://www.cicek.com/Suggest/Get?key=g%C3%83%C2%BCl,45,0,0
1642438444323,45,SuggestProduct,200,OK,Thread Group 1-2,true,,702,12,12,45,1,0,DESKTOP-AAG18PE
1642438444319,45,ListSearchProducts,200,OK,Thread Group 1-6,text,true,,4455,578,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,44,0,0
1642438444319,45,ListSearchProducts,200,OK,Thread Group 1-6,true,,4455,12,12,44,1,0,DESKTOP-AAG18PE
1642438444314,60,SearchProduct,200,OK,Thread Group 1-8,text,true,,18193,677,12,12,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,56,0,0
1642438444314,60,SearchProduct,200,OK,Thread Group 1-8,true,,18193,12,12,56,1,0,DESKTOP-AAG18PE
1642438444313,63,HomePageProducts,200,OK,Thread Group 1-3,text,true,,4042,666,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,63,0,0
1642438444313,63,HomePageProducts,200,OK,Thread Group 1-3,true,,4042,12,12,63,1,0,DESKTOP-AAG18PE
1642438444319,51,ListSearchProducts,200,OK,Thread Group 1-1,text,true,,9328,718,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=papatya,51,0,0
1642438444319,51,ListSearchProducts,200,OK,Thread Group 1-1,true,,9328,12,12,51,1,0,DESKTOP-AAG18PE
1642438444348,50,HomePageProducts,200,OK,Thread Group 1-11,text,true,,4042,520,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,50,0,0
1642438444348,50,HomePageProducts,200,OK,Thread Group 1-11,true,,4042,12,12,50,1,0,DESKTOP-AAG18PE
1642438444355,43,UserMenu,200,OK,Thread Group 1-4,text,true,,1646,434,12,12,https://www.cicek.com/user-menu,43,0,0
1642438444355,43,UserMenu,200,OK,Thread Group 1-4,true,,1646,12,12,43,1,0,DESKTOP-AAG18PE
1642438444354,47,ListSearchProducts,200,OK,Thread Group 1-9,text,true,,4455,578,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,47,0,0
1642438444354,47,ListSearchProducts,200,OK,Thread Group 1-9,true,,4455,12,12,47,1,0,DESKTOP-AAG18PE
1642438444374,43,UserMenu,200,OK,Thread Group 1-8,text,true,,1646,575,12,12,https://www.cicek.com/user-menu,43,0,0
1642438444374,43,UserMenu,200,OK,Thread Group 1-8,true,,1646,12,12,43,1,0,DESKTOP-AAG18PE
1642438444369,58,SearchProduct,200,OK,Thread Group 1-2,text,true,,18193,676,12,12,https://www.cicek.com/Arama?query=g%C3%83%C2%BCl,56,0,0
1642438444369,58,SearchProduct,200,OK,Thread Group 1-2,true,,18193,12,12,56,1,0,DESKTOP-AAG18PE
1642438444376,54,SuggestProduct,200,OK,Thread Group 1-3,text,true,,1358,568,12,12,https://www.cicek.com/Suggest/Get?key=papatya,54,0,0
1642438444376,54,SuggestProduct,200,OK,Thread Group 1-3,true,,1358,12,12,54,1,0,DESKTOP-AAG18PE
1642438444374,62,Anasayfa,200,OK,Thread Group 1-6,text,true,,23757,490,12,12,https://www.cicek.com/,56,0,0
1642438444374,62,Anasayfa,200,OK,Thread Group 1-6,true,,23757,12,12,56,1,0,DESKTOP-AAG18PE
1642438444401,43,HomePageProducts,200,OK,Thread Group 1-4,text,true,,4042,520,12,12,https://www.cicek.com/Product/AjaxHomePageProducts?regionlist=&city=,43,0,0
1642438444401,43,HomePageProducts,200,OK,Thread Group 1-4,true,,4042,12,12,43,1,0,DESKTOP-AAG18PE
1642438444398,48,SuggestProduct,200,OK,Thread Group 1-11,text,true,,1358,422,12,12,https://www.cicek.com/Suggest/Get?key=papatya,48,0,0
1642438444398,48,SuggestProduct,200,OK,Thread Group 1-11,true,,1358,12,12,48,1,0,DESKTOP-AAG18PE
1642438444386,62,Anasayfa,200,OK,Thread Group 1-1,text,true,,23757,637,12,12,https://www.cicek.com/,57,0,0
1642438444386,62,Anasayfa,200,OK,Thread Group 1-1,true,,23757,12,12,57,1,0,DESKTOP-AAG18PE
1642438444420,44,ListSearchProducts,200,OK,Thread Group 1-8,text,true,,4455,725,12,12,https://www.cicek.com/Catalog/AjaxCategory?query=g%C3%83%C2%BCl,44,0,0
1642438444420,44,ListSearchProducts,200,OK,Thread Group 1-8,true,,4455,12,12,44,1,0,DESKTOP-AAG18PE
1642438444407,66,Anasayfa,200,OK,Thread Group 1-9,text,true,,23757,490,12,12,https://www.cicek.com/,61,0,0
1642438444407,66,Anasayfa,200,OK,Thread Group 1-9,true,,23757,12,12,61,1,0,DESKTOP-AAG18PE
1642438444427,46,UserMenu,200,OK,Thread Group 1-2,text,true,,1646,574,12,12,https://www.cicek.com/user-menu,46,0,0
